"hourcombo","unitbox","yday","year","f_rfid","m_rfid","Offset","Limit","Hour","FemFeed","MalFeed","FemTotal","MalTotal","dayhour","Offhour","date","temp","dew","wdir","wspeed","wgust","statpress","skycov","vis","weather","prec","prec_x","Individual_Band","Experiment","Treatment","f_age","jlaydate","Nest_Fate","Nest_Fate_Date",".fledged","Clutch_Size","Brood_Size_Hatching","Day6_Brood_Mass","Brood_Size_Day6","bk","bkc","positive","bka_date","Plasma_Analyzed"
"1_81-167-8","1_81",167,2019,"04198E3A62","04195A2012",12,20,8,NA,1,NA,4,"167-8","12-8",2019-06-16,17.22222222,63,"SE",3.5,0,729.488,1,3,"moderate rain fog/mist",0.3048,"0.3048","272107809","Color_Stressor","Control_Control","ASY",135,"Fledged",2019-06-28,5,6,6,60,5,0.122073578595318,0.877926421404682,299,2019-06-03,"Base/2nd"
"1_81-167-18","1_81",167,2019,"04198E3A62","04195A2012",12,20,18,NA,12,NA,43,"167-18","12-18",2019-06-16,13.88888889,57,"WNW",9.2,0,730.25,1,0.25,"heavy fog",0.0762,"0.0762","272107809","Color_Stressor","Control_Control","ASY",135,"Fledged",2019-06-28,5,6,6,60,5,0.122073578595318,0.877926421404682,299,2019-06-03,"Base/2nd"
"1_81-167-19","1_81",167,2019,"04198E3A62","04195A2012",12,20,19,NA,14,NA,43,"167-19","12-19",2019-06-16,12.77777778,55,"NW",6.9,0,730.504,1,3,"fog/mist",0,"0","272107809","Color_Stressor","Control_Control","ASY",135,"Fledged",2019-06-28,5,6,6,60,5,0.122073578595318,0.877926421404682,299,2019-06-03,"Base/2nd"
"1_81-167-20","1_81",167,2019,"04198E3A62","04195A2012",12,20,20,5,10,13,39,"167-20","12-20",2019-06-16,12.77777778,55,"WNW",4.6,0,730.758,1,5,"fog/mist",0,"0","272107809","Color_Stressor","Control_Control","ASY",135,"Fledged",2019-06-28,5,6,6,60,5,0.122073578595318,0.877926421404682,299,2019-06-03,"Base/2nd"
"1_81-167-21","1_81",167,2019,"04198E3A62","04195A2012",12,20,21,1,2,1,2,"167-21","12-21",2019-06-16,12.77777778,55,"W",3.5,0,731.52,1,8,"clear",0,"0","272107809","Color_Stressor","Control_Control","ASY",135,"Fledged",2019-06-28,5,6,6,60,5,0.122073578595318,0.877926421404682,299,2019-06-03,"Base/2nd"
"1_81-168-5","1_81",168,2019,"04198E3A62","04195A2012",13,11,5,7,10,12,22,"168-5","13-5",2019-06-17,11.11111111,52,"calm",0,0,733.298,1,0.25,"heavy fog",0,"0","272107809","Color_Stressor","Control_Control","ASY",135,"Fledged",2019-06-28,5,6,6,60,5,0.122073578595318,0.877926421404682,299,2019-06-03,"Base/2nd"
"1_81-168-6","1_81",168,2019,"04198E3A62","04195A2012",13,11,6,NA,6,NA,12,"168-6","13-6",2019-06-17,12.22222222,54,"calm",0,0,733.552,1,0.25,"heavy fog",0,"0","272107809","Color_Stressor","Control_Control","ASY",135,"Fledged",2019-06-28,5,6,6,60,5,0.122073578595318,0.877926421404682,299,2019-06-03,"Base/2nd"
"1_81-168-7","1_81",168,2019,"04198E3A62","04195A2012",13,11,7,9,10,22,41,"168-7","13-7",2019-06-17,12.77777778,55,"calm",0,0,733.806,1,4,"fog/mist",0,"0","272107809","Color_Stressor","Control_Control","ASY",135,"Fledged",2019-06-28,5,6,6,60,5,0.122073578595318,0.877926421404682,299,2019-06-03,"Base/2nd"
"1_81-168-8","1_81",168,2019,"04198E3A62","04195A2012",13,11,8,17,9,29,22,"168-8","13-8",2019-06-17,13.88888889,55,"calm",0,0,734.314,1,7,"clear",0,"0","272107809","Color_Stressor","Control_Control","ASY",135,"Fledged",2019-06-28,5,6,6,60,5,0.122073578595318,0.877926421404682,299,2019-06-03,"Base/2nd"
"1_81-168-9","1_81",168,2019,"04198E3A62","04195A2012",13,11,9,14,9,36,24,"168-9","13-9",2019-06-17,16.11111111,57,"calm",0,0,733.806,0.2,10,"clear",0,"0","272107809","Color_Stressor","Control_Control","ASY",135,"Fledged",2019-06-28,5,6,6,60,5,0.122073578595318,0.877926421404682,299,2019-06-03,"Base/2nd"
"1_81-168-10","1_81",168,2019,"04198E3A62","04195A2012",13,11,10,12,12,23,23,"168-10","13-10",2019-06-17,18.88888889,55,"NE",4.6,0,734.06,0,10,"clear",0,"0","272107809","Color_Stressor","Control_Control","ASY",135,"Fledged",2019-06-28,5,6,6,60,5,0.122073578595318,0.877926421404682,299,2019-06-03,"Base/2nd"
"1_81-168-11","1_81",168,2019,"04198E3A62","04195A2012",13,11,11,20,16,35,46,"168-11","13-11",2019-06-17,20,55,"Vrb",3.5,0,733.806,0.5,10,"clear",0,"0","272107809","Color_Stressor","Control_Control","ASY",135,"Fledged",2019-06-28,5,6,6,60,5,0.122073578595318,0.877926421404682,299,2019-06-03,"Base/2nd"
"1_81-168-12","1_81",168,2019,"04198E3A62","04195A2012",13,11,12,28,27,38,40,"168-12","13-12",2019-06-17,20,59,"Vrb",4.6,0,734.06,0.5,10,"clear",0,"0","272107809","Color_Stressor","Control_Control","ASY",135,"Fledged",2019-06-28,5,6,6,60,5,0.122073578595318,0.877926421404682,299,2019-06-03,"Base/2nd"
"1_81-168-13","1_81",168,2019,"04198E3A62","04195A2012",13,11,13,29,21,39,39,"168-13","13-13",2019-06-17,21.66666667,59,"Vrb",3.5,0,733.806,0,10,"clear",0,"0","272107809","Color_Stressor","Control_Control","ASY",135,"Fledged",2019-06-28,5,6,6,60,5,0.122073578595318,0.877926421404682,299,2019-06-03,"Base/2nd"
"1_81-168-14","1_81",168,2019,"04198E3A62","04195A2012",13,11,14,22,22,37,40,"168-14","13-14",2019-06-17,22.77777778,57,"Vrb",3.5,0,733.552,0.5,10,"clear",0,"0","272107809","Color_Stressor","Control_Control","ASY",135,"Fledged",2019-06-28,5,6,6,60,5,0.122073578595318,0.877926421404682,299,2019-06-03,"Base/2nd"
"1_81-168-15","1_81",168,2019,"04198E3A62","04195A2012",13,11,15,23,24,33,34,"168-15","13-15",2019-06-17,22.77777778,55,"Vrb",4.6,0,733.552,0.5,10,"clear",0,"0","272107809","Color_Stressor","Control_Control","ASY",135,"Fledged",2019-06-28,5,6,6,60,5,0.122073578595318,0.877926421404682,299,2019-06-03,"Base/2nd"
"1_81-168-16","1_81",168,2019,"04198E3A62","04195A2012",13,11,16,10,22,21,41,"168-16","13-16",2019-06-17,22.77777778,58,"Vrb",4.6,0,733.298,0.5,10,"clear",0,"0","272107809","Color_Stressor","Control_Control","ASY",135,"Fledged",2019-06-28,5,6,6,60,5,0.122073578595318,0.877926421404682,299,2019-06-03,"Base/2nd"
"1_81-168-17","1_81",168,2019,"04198E3A62","04195A2012",13,11,17,35,18,56,39,"168-17","13-17",2019-06-17,22.77777778,57,"calm",0,0,733.044,0.8,10,"clear",0,"0","272107809","Color_Stressor","Control_Control","ASY",135,"Fledged",2019-06-28,5,6,6,60,5,0.122073578595318,0.877926421404682,299,2019-06-03,"Base/2nd"
"1_81-168-18","1_81",168,2019,"04198E3A62","04195A2012",13,11,18,13,24,24,53,"168-18","13-18",2019-06-17,21.11111111,61,"NW",4.6,0,733.044,0.8,10,"clear",0,"0","272107809","Color_Stressor","Control_Control","ASY",135,"Fledged",2019-06-28,5,6,6,60,5,0.122073578595318,0.877926421404682,299,2019-06-03,"Base/2nd"
"1_81-168-19","1_81",168,2019,"04198E3A62","04195A2012",13,11,19,14,17,34,52,"168-19","13-19",2019-06-17,19.44444444,57,"calm",0,0,733.044,1,10,"clear",0,"0","272107809","Color_Stressor","Control_Control","ASY",135,"Fledged",2019-06-28,5,6,6,60,5,0.122073578595318,0.877926421404682,299,2019-06-03,"Base/2nd"
"1_81-168-20","1_81",168,2019,"04198E3A62","04195A2012",13,11,20,26,18,50,55,"168-20","13-20",2019-06-17,17.77777778,61,"calm",0,0,733.044,0.8,10,"clear",0,"0","272107809","Color_Stressor","Control_Control","ASY",135,"Fledged",2019-06-28,5,6,6,60,5,0.122073578595318,0.877926421404682,299,2019-06-03,"Base/2nd"
"1_81-168-21","1_81",168,2019,"04198E3A62","04195A2012",13,11,21,6,2,11,3,"168-21","13-21",2019-06-17,16.11111111,61,"E",3.5,0,733.298,0.5,10,"clear",0,"0","272107809","Color_Stressor","Control_Control","ASY",135,"Fledged",2019-06-28,5,6,6,60,5,0.122073578595318,0.877926421404682,299,2019-06-03,"Base/2nd"
"1_81-169-5","1_81",169,2019,"04198E3A62","04195A2012",14,11,5,13,2,21,7,"169-5","14-5",2019-06-18,15,59,"ENE",4.6,0,732.282,0.2,10,"clear",0,"0","272107809","Color_Stressor","Control_Control","ASY",135,"Fledged",2019-06-28,5,6,6,60,5,0.122073578595318,0.877926421404682,299,2019-06-03,"Base/2nd"
"1_81-169-6","1_81",169,2019,"04198E3A62","04195A2012",14,11,6,6,3,12,8,"169-6","14-6",2019-06-18,16.11111111,61,"E",4.6,0,732.536,1,9,"light rain",0.0254,"0.0254","272107809","Color_Stressor","Control_Control","ASY",135,"Fledged",2019-06-28,5,6,6,60,5,0.122073578595318,0.877926421404682,299,2019-06-03,"Base/2nd"
"1_81-169-7","1_81",169,2019,"04198E3A62","04195A2012",14,11,7,NA,2,NA,8,"169-7","14-7",2019-06-18,16.11111111,61,"E",5.8,0,732.536,1,6,"light rain fog/mist",0.0508,"0.0508","272107809","Color_Stressor","Control_Control","ASY",135,"Fledged",2019-06-28,5,6,6,60,5,0.122073578595318,0.877926421404682,299,2019-06-03,"Base/2nd"
"1_81-169-8","1_81",169,2019,"04198E3A62","04195A2012",14,11,8,NA,2,NA,9,"169-8","14-8",2019-06-18,16.11111111,61,"calm",0,0,732.536,1,9,"light rain",0.0762,"0.0762","272107809","Color_Stressor","Control_Control","ASY",135,"Fledged",2019-06-28,5,6,6,60,5,0.122073578595318,0.877926421404682,299,2019-06-03,"Base/2nd"
"1_81-169-9","1_81",169,2019,"04198E3A62","04195A2012",14,11,9,7,4,14,12,"169-9","14-9",2019-06-18,17.77777778,64,"E",5.8,0,732.028,0.8,10,"light rain",0.0254,"0.0254","272107809","Color_Stressor","Control_Control","ASY",135,"Fledged",2019-06-28,5,6,6,60,5,0.122073578595318,0.877926421404682,299,2019-06-03,"Base/2nd"
"1_81-169-10","1_81",169,2019,"04198E3A62","04195A2012",14,11,10,10,4,20,15,"169-10","14-10",2019-06-18,18.33333333,65,"E",4.6,0,731.774,1,10,"clear",0.0127,"<0.0254","272107809","Color_Stressor","Control_Control","ASY",135,"Fledged",2019-06-28,5,6,6,60,5,0.122073578595318,0.877926421404682,299,2019-06-03,"Base/2nd"
"1_81-169-11","1_81",169,2019,"04198E3A62","04195A2012",14,11,11,15,10,26,25,"169-11","14-11",2019-06-18,18.88888889,66,"ESE",4.6,0,732.028,1,10,"clear",0,"0","272107809","Color_Stressor","Control_Control","ASY",135,"Fledged",2019-06-28,5,6,6,60,5,0.122073578595318,0.877926421404682,299,2019-06-03,"Base/2nd"
"1_81-169-12","1_81",169,2019,"04198E3A62","04195A2012",14,11,12,16,11,26,29,"169-12","14-12",2019-06-18,22.22222222,64,"calm",0,0,731.774,1,6,"haze",0,"0","272107809","Color_Stressor","Control_Control","ASY",135,"Fledged",2019-06-28,5,6,6,60,5,0.122073578595318,0.877926421404682,299,2019-06-03,"Base/2nd"
"1_81-169-13","1_81",169,2019,"04198E3A62","04195A2012",14,11,13,23,17,39,40,"169-13","14-13",2019-06-18,22.22222222,65,"SE",3.5,0,731.774,1,10,"clear",0,"0","272107809","Color_Stressor","Control_Control","ASY",135,"Fledged",2019-06-28,5,6,6,60,5,0.122073578595318,0.877926421404682,299,2019-06-03,"Base/2nd"
"1_81-169-14","1_81",169,2019,"04198E3A62","04195A2012",14,11,14,19,25,29,53,"169-14","14-14",2019-06-18,22.77777778,64,"calm",0,0,731.266,0.8,10,"clear",0,"0","272107809","Color_Stressor","Control_Control","ASY",135,"Fledged",2019-06-28,5,6,6,60,5,0.122073578595318,0.877926421404682,299,2019-06-03,"Base/2nd"
"1_81-169-15","1_81",169,2019,"04198E3A62","04195A2012",14,11,15,14,17,25,41,"169-15","14-15",2019-06-18,22.77777778,64,"NNW",3.5,0,731.012,0.8,10,"clear",0,"0","272107809","Color_Stressor","Control_Control","ASY",135,"Fledged",2019-06-28,5,6,6,60,5,0.122073578595318,0.877926421404682,299,2019-06-03,"Base/2nd"
"1_81-169-16","1_81",169,2019,"04198E3A62","04195A2012",14,11,16,19,19,35,41,"169-16","14-16",2019-06-18,25,65,"calm",0,0,730.758,0.5,10,"clear",0,"0","272107809","Color_Stressor","Control_Control","ASY",135,"Fledged",2019-06-28,5,6,6,60,5,0.122073578595318,0.877926421404682,299,2019-06-03,"Base/2nd"
"1_81-169-17","1_81",169,2019,"04198E3A62","04195A2012",14,11,17,9,20,20,45,"169-17","14-17",2019-06-18,25,64,"ESE",3.5,0,730.504,0.5,10,"clear",0,"0","272107809","Color_Stressor","Control_Control","ASY",135,"Fledged",2019-06-28,5,6,6,60,5,0.122073578595318,0.877926421404682,299,2019-06-03,"Base/2nd"
"1_81-169-18","1_81",169,2019,"04198E3A62","04195A2012",14,11,18,10,19,23,45,"169-18","14-18",2019-06-18,25,64,"ESE",3.5,0,730.25,0.5,10,"clear",0,"0","272107809","Color_Stressor","Control_Control","ASY",135,"Fledged",2019-06-28,5,6,6,60,5,0.122073578595318,0.877926421404682,299,2019-06-03,"Base/2nd"
"1_81-169-19","1_81",169,2019,"04198E3A62","04195A2012",14,11,19,19,19,40,49,"169-19","14-19",2019-06-18,23.33333333,67,"calm",0,0,730.25,0.5,10,"clear",0,"0","272107809","Color_Stressor","Control_Control","ASY",135,"Fledged",2019-06-28,5,6,6,60,5,0.122073578595318,0.877926421404682,299,2019-06-03,"Base/2nd"
"1_81-169-20","1_81",169,2019,"04198E3A62","04195A2012",14,11,20,19,13,49,33,"169-20","14-20",2019-06-18,22.22222222,66,"S",4.6,0,730.504,0.8,10,"clear",0,"0","272107809","Color_Stressor","Control_Control","ASY",135,"Fledged",2019-06-28,5,6,6,60,5,0.122073578595318,0.877926421404682,299,2019-06-03,"Base/2nd"
"1_81-170-5","1_81",170,2019,"04198E3A62","04195A2012",15,11,5,18,13,37,29,"170-5","15-5",2019-06-19,15,59,"E",3.5,0,729.742,0,8,"clear",0,"0","272107809","Color_Stressor","Control_Control","ASY",135,"Fledged",2019-06-28,5,6,6,60,5,0.122073578595318,0.877926421404682,299,2019-06-03,"Base/2nd"
"1_81-170-6","1_81",170,2019,"04198E3A62","04195A2012",15,11,6,18,14,39,27,"170-6","15-6",2019-06-19,17.77777778,64,"E",3.5,0,729.488,0.5,10,"clear",0,"0","272107809","Color_Stressor","Control_Control","ASY",135,"Fledged",2019-06-28,5,6,6,60,5,0.122073578595318,0.877926421404682,299,2019-06-03,"Base/2nd"
"1_81-170-7","1_81",170,2019,"04198E3A62","04195A2012",15,11,7,15,11,34,29,"170-7","15-7",2019-06-19,20,67,"SSE",3.5,0,729.742,1,10,"clear",0,"0","272107809","Color_Stressor","Control_Control","ASY",135,"Fledged",2019-06-28,5,6,6,60,5,0.122073578595318,0.877926421404682,299,2019-06-03,"Base/2nd"
"1_81-170-8","1_81",170,2019,"04198E3A62","04195A2012",15,11,8,12,17,34,41,"170-8","15-8",2019-06-19,21.11111111,66,"calm",0,0,729.742,1,10,"clear",0,"0","272107809","Color_Stressor","Control_Control","ASY",135,"Fledged",2019-06-28,5,6,6,60,5,0.122073578595318,0.877926421404682,299,2019-06-03,"Base/2nd"
"1_81-170-9","1_81",170,2019,"04198E3A62","04195A2012",15,11,9,8,17,19,42,"170-9","15-9",2019-06-19,22.22222222,66,"calm",0,0,729.742,0.8,10,"clear",0,"0","272107809","Color_Stressor","Control_Control","ASY",135,"Fledged",2019-06-28,5,6,6,60,5,0.122073578595318,0.877926421404682,299,2019-06-03,"Base/2nd"
"1_81-170-10","1_81",170,2019,"04198E3A62","04195A2012",15,11,10,6,13,22,23,"170-10","15-10",2019-06-19,22.77777778,68,"NNW",4.6,0,729.488,0.8,10,"clear",0,"0","272107809","Color_Stressor","Control_Control","ASY",135,"Fledged",2019-06-28,5,6,6,60,5,0.122073578595318,0.877926421404682,299,2019-06-03,"Base/2nd"
"1_81-170-11","1_81",170,2019,"04198E3A62","04195A2012",15,11,11,1,3,1,6,"170-11","15-11",2019-06-19,23.88888889,66,"Vrb",4.6,0,728.98,0.8,10,"clear",0,"0","272107809","Color_Stressor","Control_Control","ASY",135,"Fledged",2019-06-28,5,6,6,60,5,0.122073578595318,0.877926421404682,299,2019-06-03,"Base/2nd"
"1_81-170-12","1_81",170,2019,"04198E3A62","04195A2012",15,11,12,4,4,15,14,"170-12","15-12",2019-06-19,23.88888889,64,"calm",0,0,728.472,0.8,10,"clear",0,"0","272107809","Color_Stressor","Control_Control","ASY",135,"Fledged",2019-06-28,5,6,6,60,5,0.122073578595318,0.877926421404682,299,2019-06-03,"Base/2nd"
"1_81-170-13","1_81",170,2019,"04198E3A62","04195A2012",15,11,13,13,14,34,30,"170-13","15-13",2019-06-19,25.55555556,64,"calm",0,0,728.218,0.8,10,"clear",0,"0","272107809","Color_Stressor","Control_Control","ASY",135,"Fledged",2019-06-28,5,6,6,60,5,0.122073578595318,0.877926421404682,299,2019-06-03,"Base/2nd"
"1_81-170-14","1_81",170,2019,"04198E3A62","04195A2012",15,11,14,21,13,84,31,"170-14","15-14",2019-06-19,26.11111111,66,"N",3.5,0,727.71,0.2,10,"clear",0,"0","272107809","Color_Stressor","Control_Control","ASY",135,"Fledged",2019-06-28,5,6,6,60,5,0.122073578595318,0.877926421404682,299,2019-06-03,"Base/2nd"
"1_81-170-15","1_81",170,2019,"04198E3A62","04195A2012",15,11,15,23,15,69,33,"170-15","15-15",2019-06-19,27.22222222,66,"calm",0,0,727.456,0.8,10,"clear",0,"0","272107809","Color_Stressor","Control_Control","ASY",135,"Fledged",2019-06-28,5,6,6,60,5,0.122073578595318,0.877926421404682,299,2019-06-03,"Base/2nd"
"1_81-170-16","1_81",170,2019,"04198E3A62","04195A2012",15,11,16,6,18,22,51,"170-16","15-16",2019-06-19,27.22222222,67,"calm",0,0,726.694,0.5,10,"clear",0,"0","272107809","Color_Stressor","Control_Control","ASY",135,"Fledged",2019-06-28,5,6,6,60,5,0.122073578595318,0.877926421404682,299,2019-06-03,"Base/2nd"
"1_81-170-17","1_81",170,2019,"04198E3A62","04195A2012",15,11,17,10,27,21,87,"170-17","15-17",2019-06-19,27.22222222,66,"calm",0,0,726.694,0.5,10,"clear",0,"0","272107809","Color_Stressor","Control_Control","ASY",135,"Fledged",2019-06-28,5,6,6,60,5,0.122073578595318,0.877926421404682,299,2019-06-03,"Base/2nd"
"1_81-170-18","1_81",170,2019,"04198E3A62","04195A2012",15,11,18,15,20,50,54,"170-18","15-18",2019-06-19,23.88888889,66,"S",8.1,16.1,726.44,0.8,10,"clear",0,"0","272107809","Color_Stressor","Control_Control","ASY",135,"Fledged",2019-06-28,5,6,6,60,5,0.122073578595318,0.877926421404682,299,2019-06-03,"Base/2nd"
"1_81-170-19","1_81",170,2019,"04198E3A62","04195A2012",15,11,19,8,12,24,38,"170-19","15-19",2019-06-19,21.11111111,69,"E",4.6,0,726.694,1,9,"light rain",0.127,"0.127","272107809","Color_Stressor","Control_Control","ASY",135,"Fledged",2019-06-28,5,6,6,60,5,0.122073578595318,0.877926421404682,299,2019-06-03,"Base/2nd"
"1_81-170-20","1_81",170,2019,"04198E3A62","04195A2012",15,11,20,7,11,25,26,"170-20","15-20",2019-06-19,21.11111111,70,"SE",4.6,0,726.694,0.8,10,"thunderstorm moderate rain",0.0508,"0.0508","272107809","Color_Stressor","Control_Control","ASY",135,"Fledged",2019-06-28,5,6,6,60,5,0.122073578595318,0.877926421404682,299,2019-06-03,"Base/2nd"
"1_81-171-5","1_81",171,2019,"04198E3A62","04195A2012",16,25.5,5,4,4,13,13,"171-5","16-5",2019-06-20,20,68,"SE",6.9,0,723.9,1,9,"clear",0,"0","272107809","Color_Stressor","Control_Control","ASY",135,"Fledged",2019-06-28,5,6,6,60,5,0.122073578595318,0.877926421404682,299,2019-06-03,"Base/2nd"
"1_81-171-6","1_81",171,2019,"04198E3A62","04195A2012",16,25.5,6,2,1,4,3,"171-6","16-6",2019-06-20,18.88888889,66,"SE",6.9,0,723.646,0.8,3,"thunderstorm moderate rain fog/mist",1.4224,"1.4224","272107809","Color_Stressor","Control_Control","ASY",135,"Fledged",2019-06-28,5,6,6,60,5,0.122073578595318,0.877926421404682,299,2019-06-03,"Base/2nd"
"1_81-171-7","1_81",171,2019,"04198E3A62","04195A2012",16,25.5,7,1,2,4,7,"171-7","16-7",2019-06-20,20,68,"S",4.6,0,723.392,1,10,"light rain",0.0508,"0.0508","272107809","Color_Stressor","Control_Control","ASY",135,"Fledged",2019-06-28,5,6,6,60,5,0.122073578595318,0.877926421404682,299,2019-06-03,"Base/2nd"
"1_81-171-8","1_81",171,2019,"04198E3A62","04195A2012",16,25.5,8,5,5,20,16,"171-8","16-8",2019-06-20,20,68,"SSE",5.8,0,723.138,1,8,"light rain",0.0254,"0.0254","272107809","Color_Stressor","Control_Control","ASY",135,"Fledged",2019-06-28,5,6,6,60,5,0.122073578595318,0.877926421404682,299,2019-06-03,"Base/2nd"
"1_81-171-9","1_81",171,2019,"04198E3A62","04195A2012",16,25.5,9,1,1,4,8,"171-9","16-9",2019-06-20,20,68,"SE",6.9,0,722.63,1,8,"light rain",0.0762,"0.0762","272107809","Color_Stressor","Control_Control","ASY",135,"Fledged",2019-06-28,5,6,6,60,5,0.122073578595318,0.877926421404682,299,2019-06-03,"Base/2nd"
"1_81-171-10","1_81",171,2019,"04198E3A62","04195A2012",16,25.5,10,10,4,45,21,"171-10","16-10",2019-06-20,21.66666667,71,"S",6.9,0,722.376,1,10,"clear",0.0254,"0.0254","272107809","Color_Stressor","Control_Control","ASY",135,"Fledged",2019-06-28,5,6,6,60,5,0.122073578595318,0.877926421404682,299,2019-06-03,"Base/2nd"
"1_81-171-11","1_81",171,2019,"04198E3A62","04195A2012",16,25.5,11,12,7,43,27,"171-11","16-11",2019-06-20,22.77777778,72,"S",8.1,0,722.122,1,10,"clear",0,"0","272107809","Color_Stressor","Control_Control","ASY",135,"Fledged",2019-06-28,5,6,6,60,5,0.122073578595318,0.877926421404682,299,2019-06-03,"Base/2nd"
"1_81-171-12","1_81",171,2019,"04198E3A62","04195A2012",16,25.5,12,9,8,36,34,"171-12","16-12",2019-06-20,18.88888889,66,"WNW",12.7,24.2,722.122,1,0.5,"heavy thunderstorm moderate rain heavy fog",0.381,"0.381","272107809","Color_Stressor","Control_Control","ASY",135,"Fledged",2019-06-28,5,6,6,60,5,0.122073578595318,0.877926421404682,299,2019-06-03,"Base/2nd"
"1_81-171-13","1_81",171,2019,"04198E3A62","04195A2012",16,25.5,13,4,NA,10,NA,"171-13","16-13",2019-06-20,20,68,"WNW",9.2,0,722.376,1,10,"clear",1.0414,"1.0414","272107809","Color_Stressor","Control_Control","ASY",135,"Fledged",2019-06-28,5,6,6,60,5,0.122073578595318,0.877926421404682,299,2019-06-03,"Base/2nd"
"1_81-171-14","1_81",171,2019,"04198E3A62","04195A2012",16,25.5,14,5,11,25,43,"171-14","16-14",2019-06-20,18.88888889,66,"WNW",9.2,0,722.376,1,10,"light rain",0.0127,"<0.0254","272107809","Color_Stressor","Control_Control","ASY",135,"Fledged",2019-06-28,5,6,6,60,5,0.122073578595318,0.877926421404682,299,2019-06-03,"Base/2nd"
"1_81-171-15","1_81",171,2019,"04198E3A62","04195A2012",16,25.5,15,21,5,68,20,"171-15","16-15",2019-06-20,21.11111111,66,"NW",10.4,16.1,722.376,0.8,10,"clear",0.0127,"<0.0254","272107809","Color_Stressor","Control_Control","ASY",135,"Fledged",2019-06-28,5,6,6,60,5,0.122073578595318,0.877926421404682,299,2019-06-03,"Base/2nd"
"1_81-171-16","1_81",171,2019,"04198E3A62","04195A2012",16,25.5,16,15,18,47,62,"171-16","16-16",2019-06-20,20,67,"WNW",12.7,0,722.376,1,10,"clear",0,"0","272107809","Color_Stressor","Control_Control","ASY",135,"Fledged",2019-06-28,5,6,6,60,5,0.122073578595318,0.877926421404682,299,2019-06-03,"Base/2nd"
"1_81-171-17","1_81",171,2019,"04198E3A62","04195A2012",16,25.5,17,8,13,30,51,"171-17","16-17",2019-06-20,18.88888889,66,"NW",8.1,0,722.376,1,9,"clear",0,"0","272107809","Color_Stressor","Control_Control","ASY",135,"Fledged",2019-06-28,5,6,6,60,5,0.122073578595318,0.877926421404682,299,2019-06-03,"Base/2nd"
"1_81-171-18","1_81",171,2019,"04198E3A62","04195A2012",16,25.5,18,23,9,81,30,"171-18","16-18",2019-06-20,17.77777778,64,"WNW",8.1,0,722.376,1,3,"fog/mist",0,"0","272107809","Color_Stressor","Control_Control","ASY",135,"Fledged",2019-06-28,5,6,6,60,5,0.122073578595318,0.877926421404682,299,2019-06-03,"Base/2nd"
"1_81-171-19","1_81",171,2019,"04198E3A62","04195A2012",16,25.5,19,9,5,36,25,"171-19","16-19",2019-06-20,17.22222222,63,"NW",4.6,0,722.63,1,0.25,"heavy fog",0,"0","272107809","Color_Stressor","Control_Control","ASY",135,"Fledged",2019-06-28,5,6,6,60,5,0.122073578595318,0.877926421404682,299,2019-06-03,"Base/2nd"
"1_81-171-20","1_81",171,2019,"04198E3A62","04195A2012",16,25.5,20,NA,7,NA,24,"171-20","16-20",2019-06-20,17.22222222,63,"N",8.1,0,722.63,1,3,"fog/mist",0.0127,"<0.0254","272107809","Color_Stressor","Control_Control","ASY",135,"Fledged",2019-06-28,5,6,6,60,5,0.122073578595318,0.877926421404682,299,2019-06-03,"Base/2nd"
"1_81-173-14","1_81",173,2019,"04198E3A62","04195A2012",18,25.5,14,NA,1,NA,3,"173-14","18-14",2019-06-22,22.22222222,50,"NNW",13.8,23,734.314,0.5,10,"clear",0,"0","272107809","Color_Stressor","Control_Control","ASY",135,"Fledged",2019-06-28,5,6,6,60,5,0.122073578595318,0.877926421404682,299,2019-06-03,"Base/2nd"
"1_81-173-15","1_81",173,2019,"04198E3A62","04195A2012",18,25.5,15,1,4,5,9,"173-15","18-15",2019-06-22,22.22222222,52,"NNW",15,21.9,734.314,0,10,"clear",0,"0","272107809","Color_Stressor","Control_Control","ASY",135,"Fledged",2019-06-28,5,6,6,60,5,0.122073578595318,0.877926421404682,299,2019-06-03,"Base/2nd"
"1_81-173-16","1_81",173,2019,"04198E3A62","04195A2012",18,25.5,16,3,8,13,24,"173-16","18-16",2019-06-22,21.66666667,52,"NW",12.7,23,734.314,0.2,10,"clear",0,"0","272107809","Color_Stressor","Control_Control","ASY",135,"Fledged",2019-06-28,5,6,6,60,5,0.122073578595318,0.877926421404682,299,2019-06-03,"Base/2nd"
"1_81-173-17","1_81",173,2019,"04198E3A62","04195A2012",18,25.5,17,4,10,15,31,"173-17","18-17",2019-06-22,22.22222222,50,"NW",12.7,20.7,734.06,0,10,"clear",0,"0","272107809","Color_Stressor","Control_Control","ASY",135,"Fledged",2019-06-28,5,6,6,60,5,0.122073578595318,0.877926421404682,299,2019-06-03,"Base/2nd"
"1_81-173-18","1_81",173,2019,"04198E3A62","04195A2012",18,25.5,18,4,10,22,28,"173-18","18-18",2019-06-22,21.11111111,52,"NW",10.4,0,734.314,0,10,"clear",0,"0","272107809","Color_Stressor","Control_Control","ASY",135,"Fledged",2019-06-28,5,6,6,60,5,0.122073578595318,0.877926421404682,299,2019-06-03,"Base/2nd"
